therapeutic_class,status,pdl_name
ONCOLOGY,Non-Preferred,Abiraterone Acetate Tablet (Zytiga)
ONCOLOGY,Non-Preferred,Abiraterone Acetate Submicronized Tablet (Yonsa)
ONCOLOGY,Non-Preferred,Apalutamide Tablet (Erleada)
ONCOLOGY,Non-Preferred,Bicalutamide Tablet (Casodex)
ONCOLOGY,Non-Preferred,Darolutamide Tablet (Nubeqa)
ONCOLOGY,Non-Preferred,Nilutamide Tablet (AG; Generic)
ONCOLOGY,Non-Preferred,Niraparib/Abiraterone Tablet (Akeega)
ONCOLOGY,Non-Preferred,Relugolix Tablet (Orgovyx)
ONCOLOGY,Non-Preferred,Belzutifan Tablet (Welireg )
ONCOLOGY,Non-Preferred,Cabozantinib S-Malate Tablet (Cabometyx)
ONCOLOGY,Non-Preferred,Everolimus Tablet (Afinitor; Torpenz)
ONCOLOGY,Non-Preferred,Everolimus Tablet for Oral Suspension (Generic; Afinitor Disperz)
ONCOLOGY,Non-Preferred,Sunitinib Malate Capsule (Sutent)
ONCOLOGY,Non-Preferred,Tivozanib HCl Capsule (Fotivda)
ONCOLOGY,Non-Preferred,Binimetinib Tablet (Mektovi)
ONCOLOGY,Non-Preferred,Dabrafenib Mesylate Tablet for Oral Suspension (Tafinlar)
ONCOLOGY,Non-Preferred,Encorafenib Capsule (Braftovi)
ONCOLOGY,Non-Preferred,"Tovorafenib Suspension, Tablet (Ojemda)"
ONCOLOGY,Non-Preferred,Trametinib Dimethyl Sulfoxide for Oral Solution (Mekinist)
ONCOLOGY,Non-Preferred,Vismodegib Capsule (Erivedge)
OPHTHALMIC DISORDERS,Non-Preferred,Bepotastine Solution (AG; Generic; Bepreve)
OPHTHALMIC DISORDERS,Non-Preferred,Cetirizine Solution (Zerviate)
OPHTHALMIC DISORDERS,Non-Preferred,Epinastine Solution (Generic)
OPHTHALMIC DISORDERS,Non-Preferred,Lodoxamide Tromethamine Solution (Alomide)
OPHTHALMIC DISORDERS,Non-Preferred,Nedocromil Sodium Solution (Alocril)
OPHTHALMIC DISORDERS,Non-Preferred,Olopatadine HCl 0.2% Solution Rx (Generic for Pataday)
OPHTHALMIC DISORDERS,Non-Preferred,Azithromycin Solution (AzaSite)
OPHTHALMIC DISORDERS,Non-Preferred,Bacitracin Ointment (Generic)
OPHTHALMIC DISORDERS,Non-Preferred,Besifloxacin Suspension (Besivance)
OPHTHALMIC DISORDERS,Non-Preferred,Ciprofloxacin Ointment (Ciloxan)
OPHTHALMIC DISORDERS,Non-Preferred,Gatifloxacin Solution (Generic for Zymaxid)
OPHTHALMIC DISORDERS,Non-Preferred,Moxifloxacin Solution (Generic for Moxeza)
OPHTHALMIC DISORDERS,Non-Preferred,Moxifloxacin Solution (Vigamox)
OPHTHALMIC DISORDERS,Non-Preferred,Natamycin Suspension (Natacyn)
OPHTHALMIC DISORDERS,Non-Preferred,Neomycin/Bacitracin/Polymyxin B Ointment (AG; Generic)
OPHTHALMIC DISORDERS,Non-Preferred,Ofloxacin Solution (Ocuflox)
OPHTHALMIC DISORDERS,Non-Preferred,Sulfacetamide Sodium Ointment (Generic)
OPHTHALMIC DISORDERS,Non-Preferred,Tobramycin Ointment (Tobrex)
OPHTHALMIC DISORDERS,Non-Preferred,Neomycin/Bacitracin/Polymyxin B/Hydrocortisone Ointment (Generic)
OPHTHALMIC DISORDERS,Non-Preferred,"Neomycin/Polymyxin B/Dexamethasone Ointment, Suspension (Maxitrol)"
OPHTHALMIC DISORDERS,Non-Preferred,Neomycin/Polymyxin B/Hydrocortisone Suspension (Generic)
OPHTHALMIC DISORDERS,Non-Preferred,Tobramycin/Dexamethasone ST (TobraDex ST)
OPHTHALMIC DISORDERS,Non-Preferred,Tobramycin/Loteprednol Suspension (Zylet)
OPHTHALMIC DISORDERS,Non-Preferred,Bromfenac Sodium 0.07% Solution (AG: Generic; Prolensa)
OPHTHALMIC DISORDERS,Non-Preferred,Bromfenac Sodium 0.075% Solution (AG; Generic; BromSite)
OPHTHALMIC DISORDERS,Non-Preferred,Bromfenac Sodium 0.09% Solution (Generic)
OPHTHALMIC DISORDERS,Non-Preferred,Dexamethasone Insert (Dextenza)
OPHTHALMIC DISORDERS,Non-Preferred,Dexamethasone Suspension (Maxidex)
OPHTHALMIC DISORDERS,Non-Preferred,Dexamethasone Intravitreal Implant (Ozurdex)
OPHTHALMIC DISORDERS,Non-Preferred,Fluocinolone Acetonide Intravitreal Implant (Iluvien; Retisert)
OPHTHALMIC DISORDERS,Non-Preferred,Fluocinolone Acetonide Intravitreal Implant (Yutiq)
OPHTHALMIC DISORDERS,Non-Preferred,Fluorometholone 0.1% Suspension (FML)
OPHTHALMIC DISORDERS,Non-Preferred,Fluorometholone 0.25% Suspension (FML Forte)
OPHTHALMIC DISORDERS,Non-Preferred,Fluorometholone Acetate 0.1% Suspension (Flarex)
OPHTHALMIC DISORDERS,Non-Preferred,Ketorolac Tromethamine 0.4% 0.5% Solution (Acular LS; Acular)
OPHTHALMIC DISORDERS,Non-Preferred,Ketorolac Tromethamine PF Solution 0.45% (Acuvail)
OPHTHALMIC DISORDERS,Non-Preferred,Loteprednol Etabonate 1% Ophthalmic Suspension (Inveltys)
OPHTHALMIC DISORDERS,Non-Preferred,Loteprednol Gel (AG; Generic; Lotemax)
OPHTHALMIC DISORDERS,Non-Preferred,Loteprednol Ointment (Lotemax)
OPHTHALMIC DISORDERS,Non-Preferred,Loteprednol Suspension (AG; Generic; Lotemax)
OPHTHALMIC DISORDERS,Non-Preferred,Nepafenac 0.1% Suspension (Nevanac)
OPHTHALMIC DISORDERS,Non-Preferred,Nepafenac 0.3% Suspension (Ilevro)
OPHTHALMIC DISORDERS,Non-Preferred,Prednisolone Acetate 0.12% Solution (Pred Mild)
OPHTHALMIC DISORDERS,Non-Preferred,Prednisolone Acetate 1% Suspension (Pred Forte)
OPHTHALMIC DISORDERS,Non-Preferred,Prednisolone Sodium Phosphate Solution (Generic)
OPHTHALMIC DISORDERS,Non-Preferred,Triamcinolone Acetonide Suspension (Triesence)
OPHTHALMIC DISORDERS,Non-Preferred,Triamcinolone Acetonide/PF (Xipere)
OPHTHALMIC DISORDERS,Non-Preferred,"Cyclosporine 0.05% Emulsion (Restasis, Restasis Multidose)"
OPHTHALMIC DISORDERS,Non-Preferred,Cyclosporine 0.09% Solution (Cequa)
OPHTHALMIC DISORDERS,Non-Preferred,Cyclosporine 0.1% Emulsion (Verkazia)
OPHTHALMIC DISORDERS,Non-Preferred,Cyclosporine 0.1% Solution (Vevye)
OPHTHALMIC DISORDERS,Non-Preferred,Loteprednol Etabonate Suspension (Eysuvis)
OPHTHALMIC DISORDERS,Non-Preferred,Perfluorohexyloctane/PF (Miebo)
OPHTHALMIC DISORDERS,Non-Preferred,Varenicline Nasal Spray (Tyrvaya)
OPHTHALMIC DISORDERS,Non-Preferred,Cysteamine HCl Solution (Cystadrops)
OPHTHALMIC DISORDERS,Non-Preferred,Cysteamine HCl Solution (Cystaran)
OPHTHALMIC DISORDERS,Non-Preferred,Apraclonidine Solution 0.5% (Generic; Iopidine)
OPHTHALMIC DISORDERS,Non-Preferred,Apraclonidine Solution 1% (Iopidine)
OPHTHALMIC DISORDERS,Non-Preferred,Betaxolol 0.25% Suspension (Betoptic S)
OPHTHALMIC DISORDERS,Non-Preferred,Betaxolol 0.5% Solution (Generic)
OPHTHALMIC DISORDERS,Non-Preferred,"Bimatoprost 0.01% Solution 2.5 mL, 5mL, 7.5mL (Lumigan)"
OPHTHALMIC DISORDERS,Non-Preferred,"Bimatoprost 0.03% Solution 2.5 mL, 5mL, 7.5mL (Generic)"
OPHTHALMIC DISORDERS,Non-Preferred,Bimatoprost Implant (Durysta)
OPHTHALMIC DISORDERS,Non-Preferred,Brimonidine 0.1% Solution (Generic; Alphagan P)
OPHTHALMIC DISORDERS,Non-Preferred,Brimonidine 0.15% Solution (Alphagan P)
OPHTHALMIC DISORDERS,Non-Preferred,Brimonidine/Timolol Solution (Combigan)
OPHTHALMIC DISORDERS,Non-Preferred,Brinzolamide Suspension (AG; Generic; Azopt)
OPHTHALMIC DISORDERS,Non-Preferred,Dorzolamide/Timolol Solution (Cosopt)
OPHTHALMIC DISORDERS,Non-Preferred,Dorzolamide/Timolol/PF Solution (Generic; Cosopt PF)
OPHTHALMIC DISORDERS,Non-Preferred,Echothiophate Iodide Solution (Phospholine Iodide)
OPHTHALMIC DISORDERS,Non-Preferred,Latanoprost Emulsion (Xelpros)
OPHTHALMIC DISORDERS,Non-Preferred,Latanoprost Solution 2.5 mL (Xalatan)
OPHTHALMIC DISORDERS,Non-Preferred,Latanoprost/PF Solution (Iyuzeh)
OPHTHALMIC DISORDERS,Non-Preferred,Latanoprostene Bunod Solution (Vyzulta)
OPHTHALMIC DISORDERS,Non-Preferred,Pilocarpine HCl Solution (Generic for Isopto Carpine)
OPHTHALMIC DISORDERS,Non-Preferred,Pilocarpine HCl Solution (Vuity)
OPHTHALMIC DISORDERS,Non-Preferred,Tafluprost Solution (AG; Generic; Zioptan)
OPHTHALMIC DISORDERS,Non-Preferred,Timolol Solution (Betimol)
OPHTHALMIC DISORDERS,Non-Preferred,Timolol Maleate LA Solution (AG; Generic; Istalol)
OPHTHALMIC DISORDERS,Non-Preferred,Timolol Maleate 0.25% Solution (Generic; Timoptic Ocudose)
OPHTHALMIC DISORDERS,Non-Preferred,Timolol Maleate 0.5% Solution (AG; Generic; Timoptic Ocudose)
OPHTHALMIC DISORDERS,Non-Preferred,Travoprost Intracameral Implant (iDose TR)
OPIATE DEPENDENCE AGENTS,Non-Preferred,Buprenorphine/Naloxone Sublingual Film (Suboxone)
OPIATE DEPENDENCE AGENTS,Non-Preferred,Lofexidine Tablet (Generic; Lucemyra)
OPIATE DEPENDENCE AGENTS,Non-Preferred,Nalmefene Nasal Spray (Opvee)
OPIATE DEPENDENCE AGENTS,Non-Preferred,Naloxone Injection (Zimhi)
OPIATE DEPENDENCE AGENTS,Non-Preferred,Naloxone Nasal Spray Rx (Narcan; Rextovy)
OSTEOPOROSIS,Non-Preferred,Abaloparatide Pen (Tymlos)
OSTEOPOROSIS,Non-Preferred,"Alendronate Effervescent Tablet, Tablet (Binosto; Fosamax)"
OSTEOPOROSIS,Non-Preferred,Alendronate Solution (Generic)
OSTEOPOROSIS,Non-Preferred,Alendronate/Vitamin D Tablet (Fosamax Plus D)
OSTEOPOROSIS,Non-Preferred,Denosumab Syringe (Prolia)
OSTEOPOROSIS,Non-Preferred,Raloxifene Tablet (Evista)
OSTEOPOROSIS,Non-Preferred,Risedronate Tablet (AG; Generic; Actonel)
OSTEOPOROSIS,Non-Preferred,Risedronate DR Tablet (AG; Generic; Atelvia)
OSTEOPOROSIS,Non-Preferred,Romosozumab-aqqg Syringe (Evenity)
OSTEOPOROSIS,Non-Preferred,Teriparatide Pen (Brand)
OSTEOPOROSIS,Non-Preferred,Teriparatide Pen (Generic; Forteo)
OTIC AGENTS,Non-Preferred,Ciprofloxacin Solution (Generic)
OTIC AGENTS,Non-Preferred,Ciprofloxacin/Fluocinolone Acetonide Solution (AG; Otovel)
OTIC AGENTS,Non-Preferred,Ciprofloxacin/Hydrocortisone Suspension (Cipro HC Otic)
OTIC AGENTS,Non-Preferred,Colistin/Neomycin/Thonzonium/HC Suspension (Cortisporin TC)
PAIN MANAGEMENT,Non-Preferred,Eptinezumab-jjmr Vial (Vyepti)
PAIN MANAGEMENT,Non-Preferred,Galcanezumab-gnlm 100 mg Syringe (Emgality)
PAIN MANAGEMENT,Non-Preferred,Rimegepant Disintegrating Tablet (Nurtec ODT)
PAIN MANAGEMENT,Non-Preferred,Zavegepant Nasal (Zavzpret)
PAIN MANAGEMENT,Non-Preferred,Celecoxib Oral Solution (Elyxyb)
PAIN MANAGEMENT,Non-Preferred,Diclofenac Potassium Oral Powder Packet (AG; Generic for Cambia)
PAIN MANAGEMENT,Non-Preferred,Dihydroergotamine Mesylate Injection (Generic)
PAIN MANAGEMENT,Non-Preferred,Dihydroergotamine Mesylate Nasal (AG; Generic; Migranal)
PAIN MANAGEMENT,Non-Preferred,Ergotamine Tartrate Sublingual (Ergomar)
PAIN MANAGEMENT,Non-Preferred,Ergotamine Tartrate/Caffeine Rectal (Migergot)
PAIN MANAGEMENT,Non-Preferred,Almotriptan Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Eletriptan Tablet (Generic; Relpax)
PAIN MANAGEMENT,Non-Preferred,Frovatriptan Tablet (Generic; Frova)
PAIN MANAGEMENT,Non-Preferred,Lasmiditan Tablet (Reyvow)
PAIN MANAGEMENT,Non-Preferred,Naratriptan (Generic for Amerge)
PAIN MANAGEMENT,Non-Preferred,Rizatriptan Tablet (Maxalt)
PAIN MANAGEMENT,Non-Preferred,Rizatriptan Tablet (Maxalt MLT)
PAIN MANAGEMENT,Non-Preferred,Sumatriptan Auto-Injector (Zembrace SymTouch)
PAIN MANAGEMENT,Non-Preferred,Sumatriptan Kit (AG; Generic; Imitrex)
PAIN MANAGEMENT,Non-Preferred,Sumatriptan Kit (SUN)
PAIN MANAGEMENT,Non-Preferred,Sumatriptan Nasal (Tosymra)
PAIN MANAGEMENT,Non-Preferred,"Sumatriptan Nasal, Tablet (Imitrex)"
PAIN MANAGEMENT,Non-Preferred,Sumatriptan/Naproxen (Generic for Treximet)
PAIN MANAGEMENT,Non-Preferred,Zolmitriptan Tablet (Generic; Zomig)
PAIN MANAGEMENT,Non-Preferred,Zolmitriptan ODT (Generic for Zomig ZMT)
PAIN MANAGEMENT,Non-Preferred,Zolmitriptan Nasal (AG; Generic; Zomig)
PAIN MANAGEMEN,Non-Preferred,"Abatacept Injection Clickject, Syringe, Vial (Orencia)"
PAIN MANAGEMEN,Non-Preferred,Abrocitinib Tablet (Cibinqo)
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-aacf Autoinjector Kit, Pen Kit"
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-aacf Autoinjector Kit, Pen Kit (Idacio)"
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-aaty Kit, Pen Kit (Yuflyma)"
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-adaz Kit, Pen Kit (Hyrimoz)"
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-adbm Kit, Pen Kit [Quallent Pharmaceuticals]"
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-afzb Kit, Pen Kit (Abrilada)"
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-atto Kit, Pen Kit (Amjevita)"
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-fkjp Kit, Pen Kit"
PAIN MANAGEMEN,Non-Preferred,"Adalimumab-fkjp Kit, Pen Kit (Hulio)"
PAIN MANAGEMEN,Non-Preferred,"Adalimbumab-ryvk Kit, Pen Kit"
PAIN MANAGEMEN,Non-Preferred,Adalimbumab-ryvk Kit (Simlandi)
PAIN MANAGEMEN,Non-Preferred,Anakinra Syringe (Kineret)
PAIN MANAGEMEN,Non-Preferred,Baricitinib Tablet (Olumiant)
PAIN MANAGEMEN,Non-Preferred,"Bimekizumab-bkzx Pen, Syringe (Bimzelx)"
PAIN MANAGEMEN,Non-Preferred,Brodalumab Syringe (Siliq)
PAIN MANAGEMEN,Non-Preferred,Canakinumab/PF Vial (Ilaris)
PAIN MANAGEMEN,Non-Preferred,"Certolizumab Pegol Kit, Syringe Kit (Cimzia)"
PAIN MANAGEMEN,Non-Preferred,Deucravacitinib Tablet (Sotyktu)
PAIN MANAGEMEN,Non-Preferred,Etrasimod Tablet (Velsipity)
PAIN MANAGEMEN,Non-Preferred,"Golimumab Pen, Syringe (Simponi)"
PAIN MANAGEMEN,Non-Preferred,Golimumab Vial (Simponi Aria)
PAIN MANAGEMEN,Non-Preferred,"Guselkumab Autoinjector, Pen, Syringe, Vial (Tremfya)"
PAIN MANAGEMEN,Non-Preferred,Inebilizumab-cdon Vial (Uplizna)
PAIN MANAGEMEN,Non-Preferred,Infliximab Vial (Remicade)
PAIN MANAGEMEN,Non-Preferred,Infliximab-abda Vial (Renflexis)
PAIN MANAGEMEN,Non-Preferred,Infliximab-axxq Vial (Avsola)
PAIN MANAGEMENT,Non-Preferred,"Infliximab-dyyb Syringe, Pen, Vial (Zymfentra; Inflectra)"
PAIN MANAGEMENT,Non-Preferred,"Ixekizumab Autoinjector, Syringe (Taltz)"
PAIN MANAGEMENT,Non-Preferred,"Mirkizumab-mrkz Pen, Syringe, Vial (Omvoh)"
PAIN MANAGEMENT,Non-Preferred,Rilonacept Vial (Arcalyst)
PAIN MANAGEMENT,Non-Preferred,"Risankizumab-rzaa On-Body Cartridge, Pen, Syringe, Vial (Skyrizi)"
PAIN MANAGEMENT,Non-Preferred,Ritlecitinib Capsule (Litfulo)
PAIN MANAGEMENT,Non-Preferred,"Sarilumab Pen, Syringe (Kevzara)"
PAIN MANAGEMENT,Non-Preferred,Satralizumab-mwge Syringe (Enspryng)
PAIN MANAGEMENT,Non-Preferred,"Secukinumab Pen, Syringe, Vial (Cosentyx)"
PAIN MANAGEMENT,Non-Preferred,"Spesolimab-sbzo Syringe, Vial (Spevigo)"
PAIN MANAGEMENT,Non-Preferred,Tildrakizumab-asmn Syringe (Ilumya)
PAIN MANAGEMENT,Non-Preferred,"Tocilizumab Pen, Syringe, Vial (Actemra)"
PAIN MANAGEMENT,Non-Preferred,"Tocilizumab-aazg Autoinjector, Syringe, Vial (Tyenne)"
PAIN MANAGEMENT,Non-Preferred,Tocilizumab-bavi (Tofidence)
PAIN MANAGEMENT,Non-Preferred,Tofacitinib Citrate ER Tablet (Xeljanz XR)
PAIN MANAGEMENT,Non-Preferred,Tofacitinib Citrate Solution (Xeljanz)
PAIN MANAGEMENT,Non-Preferred,"Upadacitinib ER Tablet, Solution (Rinvoq, Rinvoq LQ)"
PAIN MANAGEMENT,Non-Preferred,"Ustekinumab Syringe, Vial (Stelara)"
PAIN MANAGEMENT,Non-Preferred,"Ustekinumab-aauz Syringe, Vial (Otulfi)"
PAIN MANAGEMENT,Non-Preferred,"Ustekinumab-aekn Syringe, Vial (Selarsdi)"
PAIN MANAGEMENT,Non-Preferred,"Ustekinumab-kfce Syringe, Vial (Yesintek)"
PAIN MANAGEMENT,Non-Preferred,"Ustekinumab-stba Syringe, Vial (Steqeyma)"
PAIN MANAGEMENT,Non-Preferred,"Ustekinumab-ttwe Syringe, Vial (Pyzchiva)"
PAIN MANAGEMENT,Non-Preferred,"Vedolizumab Pen, Vial (Entyvio)"
PAIN MANAGEMENT,Non-Preferred,Benzhydrocodone/Acetaminophen (AG; Apadaz)
PAIN MANAGEMENT,Non-Preferred,Butalbital/Caffeine/APAP/Codeine Capsule (Generic; Fioricet with Codeine)
PAIN MANAGEMENT,Non-Preferred,Butalbital Compound with Codeine Capsule (Generic)
PAIN MANAGEMENT,Non-Preferred,Butorphanol Tartrate Nasal (Generic)
PAIN MANAGEMENT,Non-Preferred,Carisoprodol Compound with Codeine Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Codeine Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,"Dihydrocodeine Bitartrate/Acetaminophen/Caffeine Capsule, Tablet (Generic)"
PAIN MANAGEMENT,Non-Preferred,Fentanyl Buccal Lozenge (Generic for Actiq)
PAIN MANAGEMENT,Non-Preferred,Fentanyl Buccal Tablet (Generic; Fentora)
PAIN MANAGEMENT,Non-Preferred,Hydrocodone/Ibuprofen Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,"Hydromorphone Liquid, Tablet (Dilaudid)"
PAIN MANAGEMENT,Non-Preferred,"Hydromorphone Liquid, Suppository (Generic)"
PAIN MANAGEMENT,Non-Preferred,Levorphanol Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,"Meperidine Solution, Tablet (Generic)"
PAIN MANAGEMENT,Non-Preferred,"Morphine Oral Concentrate, Suppository (Generic)"
PAIN MANAGEMENT,Non-Preferred,"Morphine Solution (AG, Generic)"
PAIN MANAGEMENT,Non-Preferred,"Oxycodone HCl Tablet (Roxicodone, Roxybond)"
PAIN MANAGEMENT,Non-Preferred,"Oxycodone Capsule, Oral Concentrate, Solution (Generic)"
PAIN MANAGEMENT,Non-Preferred,"Oxycodone/Acetaminophen Tablet (Nalocet, Percocet)"
PAIN MANAGEMENT,Non-Preferred,"Oxycodone/Acetaminophen Solution, Tablet (Generic for Prolate)"
PAIN MANAGEMENT,Non-Preferred,Oxycodone/Acetaminophen Solution (Generic)
PAIN MANAGEMENT,Non-Preferred,Oxymorphone IR Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Pentazocine/Naloxone Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,"Tramadol 25mg, 75mg, 100 mg Tablet (Generic)"
PAIN MANAGEMENT,Non-Preferred,Tramadol Solution (AG)
PAIN MANAGEMENT,Non-Preferred,Buprenorphine Buccal Film (Belbuca)
PAIN MANAGEMENT,Non-Preferred,Buprenorphine Transdermal (Butrans)
PAIN MANAGEMENT,Non-Preferred,"Fentanyl Transdermal 37.5mcg, 62.5mcg, 87.5mcg (Generic)"
PAIN MANAGEMENT,Non-Preferred,Hydrocodone Bitartrate ER Capsule (Generic for Zohydro ER)
PAIN MANAGEMENT,Non-Preferred,Hydrocodone Bitartrate ER Tablet (Generic; Hysingla ER)
PAIN MANAGEMENT,Non-Preferred,Hydromorphone ER Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Morphine Sulfate ER Capsule (Generic for Avinza)
PAIN MANAGEMENT,Non-Preferred,Morphine Sulfate ER Capsule (Generic for Kadian)
PAIN MANAGEMENT,Non-Preferred,Morphine Sulfate ER Tablet (MS Contin)
PAIN MANAGEMENT,Non-Preferred,Oxycodone ER Tablet (AG; OxyContin)
PAIN MANAGEMENT,Non-Preferred,Oxymorphone ER Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Tramadol ER Capsule (AG; Conzip)
PAIN MANAGEMENT,Non-Preferred,Tramadol ER Tablet (Generic Ryzolt)
PAIN MANAGEMENT,Non-Preferred,Tramadol ER Tablet (Generic Ultram ER)
PAIN MANAGEMENT,Non-Preferred,Capsaicin/Skin Cleanser (Qutenza Kit)
PAIN MANAGEMENT,Non-Preferred,Duloxetine Capsule (Cymbalta)
PAIN MANAGEMENT,Non-Preferred,Duloxetine Capsule (Generic for Irenka)
PAIN MANAGEMENT,Non-Preferred,Duloxetine DR Capsule (Drizalma Sprinkle)
PAIN MANAGEMENT,Non-Preferred,"Gabapentin Capsule, Solution, Tablet (Neurontin)"
PAIN MANAGEMENT,Non-Preferred,Gabapentin Tablet (Gabarone)
PAIN MANAGEMENT,Non-Preferred,Gabapentin Enacarbil Tablet (Horizant)
PAIN MANAGEMENT,Non-Preferred,Gabapentin ER Tablet (Generic; Gralise)
PAIN MANAGEMENT,Non-Preferred,Lidocaine Topical Patch (DermacinRx Lidocan; Lidoderm; Ztlido)
PAIN MANAGEMENT,Non-Preferred,Lidocaine/Kinesiology Tape (XyliDerm)
PAIN MANAGEMENT,Non-Preferred,Pregabalin Capsule (Lyrica)
PAIN MANAGEMENT,Non-Preferred,Pregabalin Solution (Lyrica)
PAIN MANAGEMENT,Non-Preferred,Pregabalin ER Tablet (Generic; Lyrica CR)
PAIN MANAGEMENT,Non-Preferred,Celecoxib (Celebrex)
PAIN MANAGEMENT,Non-Preferred,Diclofenac Epolamine Patch (AG for Flector)
PAIN MANAGEMENT,Non-Preferred,Diclofenac Potassium Capsule (AG; Generic for Zipsor)
PAIN MANAGEMENT,Non-Preferred,Diclofenac Potassium Tablet (Generic; Lofena)
PAIN MANAGEMENT,Non-Preferred,Diclofenac Sodium 1.5% Topical Solution (Generic)
PAIN MANAGEMENT,Non-Preferred,Diclofenac Sodium 2% Topical Solution (AG; Generic; Pennsaid Pump)
PAIN MANAGEMENT,Non-Preferred,Diclofenac SR Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Diclofenac/Misoprostol Tablet (Generic; Arthrotec)
PAIN MANAGEMENT,Non-Preferred,Diflunisal Tablet (Generic; Dolobid)
PAIN MANAGEMENT,Non-Preferred,"Etodolac Capsule, SR Tablet, Tablet (Generic)"
PAIN MANAGEMENT,Non-Preferred,Fenoprofen Capsule (AG; Generic; Nalfon)
PAIN MANAGEMENT,Non-Preferred,Fenoprofen Tablet (Generic; Nalfon)
PAIN MANAGEMENT,Non-Preferred,Flurbiprofen Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Ibuprofen/Famotidine Tablet (AG; Generic; Duexis)
PAIN MANAGEMENT,Non-Preferred,"Indomethacin ER Capsule, Suspension, Rectal (Generic)"
PAIN MANAGEMENT,Non-Preferred,"Ketoprofen Capsule, ER Capsule (Generic)"
PAIN MANAGEMENT,Non-Preferred,Ketorolac Nasal Spray (AG for Sprix)
PAIN MANAGEMENT,Non-Preferred,Meclofenamate Sodium Capsule (Generic)
PAIN MANAGEMENT,Non-Preferred,Mefenamic Acid Capsule (Generic)
PAIN MANAGEMENT,Non-Preferred,Meloxicam Submicronized Capsule (Generic)
PAIN MANAGEMENT,Non-Preferred,Nabumetone Tablet (Relafen DS)
PAIN MANAGEMENT,Non-Preferred,Naproxen EC Tablet (AG; Generic)
PAIN MANAGEMENT,Non-Preferred,Naproxen Sodium CR Tablet (AG; Generic for Naprelan)
PAIN MANAGEMENT,Non-Preferred,Naproxen Sodium Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Naproxen/Esomeprazole Tablet (AG; Generic; Vimovo)
PAIN MANAGEMENT,Non-Preferred,Oxaprozin Tablet (Generic)
PAIN MANAGEMENT,Non-Preferred,Piroxicam Capsule (Generic)
PAIN MANAGEMENT,Non-Preferred,"Tolmetin Sodium Capsule, Tablet (Generic)"
PAIN MANAGEMEN,Non-Preferred,Baclofen Granule Pack (Lyvispah)
PAIN MANAGEMEN,Non-Preferred,Baclofen Solution (AG 5mg/5ml; Generic for Ozobax DS 10mg/5ml)
PAIN MANAGEMEN,Non-Preferred,Baclofen Suspension (AG; Generic; Fleqsuvy)
PAIN MANAGEMEN,Non-Preferred,"Baclofen Intrathecal (Generic; Gablofen, Lioresal)"
PAIN MANAGEMEN,Non-Preferred,Carisoprodol Compound Tablet (Generic)
PAIN MANAGEMEN,Non-Preferred,"Carisoprodol Tablet 250 mg, 350 mg (Generic; Soma)"
PAIN MANAGEMEN,Non-Preferred,Chlorzoxazone Tablet (Generic; Lorzone)
PAIN MANAGEMEN,Non-Preferred,Cyclobenzaprine ER Capsule (AG; Generic; Amrix)
PAIN MANAGEMEN,Non-Preferred,Cyclobenzaprine Tablet (Fexmid)
PAIN MANAGEMEN,Non-Preferred,Dantrolene Sodium Capsule (AG; Generic; Dantrium)
PAIN MANAGEMEN,Non-Preferred,Dantrolene Sodium 20mg Vial (Generic)
PAIN MANAGEMEN,Non-Preferred,Dantrolene Sodium 250mg Vial (Ryanodex)
PAIN MANAGEMEN,Non-Preferred,Metaxalone Tablet (Generic)
PAIN MANAGEMEN,Non-Preferred,Methocarbamol Injection (Generic)
PAIN MANAGEMEN,Non-Preferred,Methocarbamol Tablet (Tanlor)
PAIN MANAGEMEN,Non-Preferred,Orphenadrine Citrate Injection (Generic)
PAIN MANAGEMEN,Non-Preferred,Orphenadrine ER Tablet (Generic)
PAIN MANAGEMEN,Non-Preferred,Orphenadrine/Aspirin/Caffeine (Generic for Norgesic)
PAIN MANAGEMEN,Non-Preferred,Orphenadrine/Aspirin/Caffeine (Generic; Norgesic Forte)
PAIN MANAGEMEN,Non-Preferred,Tizanidine Capsule (Generic; Zanaflex)
PAIN MANAGEMEN,Non-Preferred,Tizanidine Tablet (Zanaflex)
PARKINSON'S,Non-Preferred,Amantadine Hydrochloride ER Capsule (Gocovri)
