pdl_name,status,therapeutic_class
cetirizine syrup generic Rx/OTC,Preferred,RESPIRATORY MEDICATIONS
cetirizine tabs generic OTC,Preferred,RESPIRATORY MEDICATIONS
CLARINEX-D,Non-Preferred,RESPIRATORY MEDICATIONS
desloratadine tab generic,Non-Preferred,RESPIRATORY MEDICATIONS
desloratadine ODT generic,Non-Preferred,RESPIRATORY MEDICATIONS
KARBINAL ER,Non-Preferred,RESPIRATORY MEDICATIONS
levocetirizine syrup generic,Non-Preferred,RESPIRATORY MEDICATIONS
levocetirizine tab generic,Preferred,RESPIRATORY MEDICATIONS
"loratadine, -D generic OTC",Preferred,RESPIRATORY MEDICATIONS
RYCLORA,Non-Preferred,RESPIRATORY MEDICATIONS
RYVENT,Non-Preferred,RESPIRATORY MEDICATIONS
ARALAST-NP,Preferred,RESPIRATORY MEDICATIONS
GLASSIA,Preferred,RESPIRATORY MEDICATIONS
PROLASTIN-C,Preferred,RESPIRATORY MEDICATIONS
ZEMAIRA,Preferred,RESPIRATORY MEDICATIONS
ALLFEN,Preferred,RESPIRATORY MEDICATIONS
ALYFTREK,Preferred,RESPIRATORY MEDICATIONS
AUVI-Q,Non-Preferred,RESPIRATORY MEDICATIONS
BRONCHITOL,Preferred,RESPIRATORY MEDICATIONS
cromolyn sodium nebulizer soln. generic,Preferred,RESPIRATORY MEDICATIONS
"EPIPEN, -JR.",Preferred,RESPIRATORY MEDICATIONS
brand),Preferred,RESPIRATORY MEDICATIONS
FASENRA PEN,Preferred,RESPIRATORY MEDICATIONS
GRASTEK,Non-Preferred,RESPIRATORY MEDICATIONS
KALYDECO,Preferred,RESPIRATORY MEDICATIONS
NUCALA AUTO-INJECTOR,Preferred,RESPIRATORY MEDICATIONS
ODACTRA,Non-Preferred,RESPIRATORY MEDICATIONS
OFEV,Non-Preferred,RESPIRATORY MEDICATIONS
OHTUVAYRE,Non-Preferred,RESPIRATORY MEDICATIONS
ORALAIR,Non-Preferred,RESPIRATORY MEDICATIONS
ORKAMBI,Preferred,RESPIRATORY MEDICATIONS
PALFORZIA,Non-Preferred,RESPIRATORY MEDICATIONS
pirfenidone generic,Preferred,RESPIRATORY MEDICATIONS
PULMOZYME,Preferred,RESPIRATORY MEDICATIONS
RAGWITEK,Non-Preferred,RESPIRATORY MEDICATIONS
roflumilast generic,Non-Preferred,RESPIRATORY MEDICATIONS
SYMDEKO,Preferred,RESPIRATORY MEDICATIONS
SYMJEPI,Non-Preferred,RESPIRATORY MEDICATIONS
TEZSPIRE PEN,Non-Preferred,RESPIRATORY MEDICATIONS
TRIKAFTA,Preferred,RESPIRATORY MEDICATIONS
CALCIBIND,Preferred,UROLOGICAL/RENAL MEDICATIONS
CYSTAGON,Preferred,UROLOGICAL/RENAL MEDICATIONS
ELMIRON,Preferred,UROLOGICAL/RENAL MEDICATIONS
darifenacin generic,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
fesoterodine er generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
FILSPARI,Preferred,UROLOGICAL/RENAL MEDICATIONS
flavoxate generic,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
fosfomycin powder pack generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
GELNIQUE,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
GEMTESA,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
methenamine generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
methenamine hippurate generic,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
MYRBETRIQ,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
"oxybutynin 5mg tabs, syrup/soln. generic",Preferred,UROLOGICAL/RENAL MEDICATIONS
oxybutynin ER generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
OXLUMO,Preferred,UROLOGICAL/RENAL MEDICATIONS
OXYTROL,Preferred,UROLOGICAL/RENAL MEDICATIONS
PROCYSBI,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
RIVFLOZA,Preferred,UROLOGICAL/RENAL MEDICATIONS
solifenacin generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
THIOLA EC,Preferred,UROLOGICAL/RENAL MEDICATIONS
tiopronin generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
tolterodine generic,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
tolterodine er generic,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
trospium generic,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
trospium er generic,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
UROGESIC BLUE,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
VESICARE LS SUSP.,Preferred,UROLOGICAL/RENAL MEDICATIONS
alfuzosin generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
CARDURA XL,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
"CIALIS 2.5MG, 5MG",Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
dutasteride generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
dutasteride-tamsulosin generic,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
finasteride generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
JALYN,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
RAPAFLO,Non-Preferred,UROLOGICAL/RENAL MEDICATIONS
tamsulosin generic,Preferred,UROLOGICAL/RENAL MEDICATIONS
"FREESTYLE LIBRE, -2, -2 Plus, -3, -3 Plus",Preferred,DIABETIC SUPPLIES
"OMNIPOD DASH, -5 (covered 2 - 21 yrs old)",Preferred,DIABETIC SUPPLIES
"For a complete list of covered vaccines, please refer to www.mmis.georgia.gov → Pharmacy → Pharmacy Notices",Non-Preferred,VACCINES
